booking_id,hotel_name,hotel_city,hotel_state,hotel_zipcode,hotel_country,booking_for,numbers_of_persons,adults,childrens,days_of_stays,check_in_timestamp,check_out_timestamp,requires_travels_facility,mode_of_travels,amount,discount_category,special_discount,tax,total_amounts,rooms_booked,room_type,booking_source,payment_method,guest_email,booking_status,room_number,guest_type,guest_age,guest_gender
BKPIBR2-1168-0001-8sxd,Park Inn by Radisson Izmir,Izmir,Izmir,35410,Turkey,Leisure,3,2,1,1,2026-05-17 16:00:00,2026-05-18 12:00:00,No,Flight,120.00,Member,12.00,18.00,126.00,1,Standard King,Corporate Portal,Invoice,penelope.alexanderBKPIBR2-1168-0001-8sxd@email.com,Completed,252,Corporate,64,Non-binary
BKRBHCC-i5dk-0001-3ac7,Radisson Blu Hotel Casablanca City Center,Casablanca,Casablanca-Settat,20250,Morocco,Leisure,3,2,1,3,2026-05-19 13:00:00,2026-05-22 10:00:00,Yes,Train,540.00,Holiday,54.00,81.00,567.00,1,Executive King,Mobile App,Debit Card,thomas.perezBKRBHCC-i5dk-0001-3ac7@email.com,Completed,854,Regular,50,Male
BKPPDSP-mb4s-0001-u76w,Park Plaza Dubai Science Park,Dubai,Dubai,500001,United Arab Emirates,Business,3,3,0,2,2026-05-21 14:00:00,2026-05-23 10:00:00,Yes,Car,600.00,Corporate,60.00,90.00,630.00,1,Cabin Suite,Website,Cash,ruby.itoBKPPDSP-mb4s-0001-u76w@email.com,Cancelled,356,Corporate,44,Non-binary
BKRBMIA-fftc-0001-hi6c,Radisson Blu Mumbai International Airport,Mumbai,Maharashtra,400059,India,Leisure,4,4,0,3,2026-05-23 14:00:00,2026-05-26 10:00:00,No,Car,1080.00,Member,108.00,162.00,1134.00,2,Cabin Suite,Corporate Portal,Invoice,mahmoud.kulkarniBKRBMIA-fftc-0001-hi6c@email.com,Cancelled,254,VIP,27,Female
BKPPLRI-xmmc-0001-kbsk,Park Plaza London Riverbank,London,England,SE1 7TJ,United Kingdom,Leisure,4,2,2,6,2026-05-25 13:00:00,2026-05-31 11:00:00,Yes,Flight,1680.00,Member,168.00,252.00,1764.00,2,Deluxe Queen,Travel Agent,PayPal,sneha.chengBKPPLRI-xmmc-0001-kbsk@email.com,Confirmed,108,Corporate,30,Female
BKRBHAL-068q-0001-w7ur,Radisson Blu Hotel Alexandria,Alexandria,Alexandria Governorate,21934,Egypt,Business,1,1,0,7,2026-05-27 15:00:00,2026-06-03 12:00:00,Yes,Car,1960.00,Corporate,196.00,294.00,2058.00,1,Executive Twin,Walk-in,Credit Card,zoe.leblancBKRBHAL-068q-0001-w7ur@email.com,Confirmed,1165,Regular,58,Male
BKRBHES-jkt0-0001-ijgp,Radisson Blu Hotel Espoo,Espoo,Uusimaa,02130,Finland,Leisure,5,2,3,4,2026-05-29 13:00:00,2026-06-02 12:00:00,No,Flight,1600.00,Group,160.00,240.00,1680.00,2,Standard Queen,Corporate Portal,Invoice,hana.kapoorBKRBHES-jkt0-0001-ijgp@email.com,Confirmed,1416,Regular,64,Male
BKRBHAT-2t9e-0001-7aly,Radisson Blu Hotel Athlone,Athlone,County Westmeath,N37 A8X9,Ireland,Leisure,6,4,2,2,2026-05-31 14:00:00,2026-06-02 10:00:00,Yes,Train,720.00,Group,72.00,108.00,756.00,2,Family Suite,Walk-in,Cash,bella.jainBKRBHAT-2t9e-0001-7aly@email.com,Pending,475,Regular,61,Male
BKRBHCC-z71h-0002-858j,Radisson Blu Hotel Casablanca City Center,Casablanca,Casablanca-Settat,20250,Morocco,Business,1,1,0,2,2026-06-02 13:00:00,2026-06-04 11:00:00,Yes,Car,600.00,Corporate,60.00,90.00,630.00,1,Double Room,Travel Agent,Debit Card,luna.volkovBKRBHCC-z71h-0002-858j@email.com,Confirmed,712,Regular,29,Male
BKUNKWN-4jcw-0002-c591,None,Toronto,Ontario,M5J 2N5,Canada,Leisure,4,4,0,5,2026-06-04 14:00:00,2026-06-09 12:00:00,No,Train,2500.00,Holiday,250.00,375.00,2625.00,2,Cabin Suite,Mobile App,PayPal,kofi.bhattacharyaBKUNKWN-4jcw-0002-c591@email.com,Confirmed,865,VIP,38,Non-binary
BKPIBR3-aeax-0001-q5od,Park Inn by Radisson New Delhi IP Extension,New Delhi,Delhi,110092,India,Business,1,1,0,3,2026-06-06 16:00:00,2026-06-09 10:00:00,Yes,Flight,750.00,Corporate,75.00,112.50,787.50,1,Deluxe Queen,Mobile App,PayPal,aman.hillBKPIBR3-aeax-0001-q5od@email.com,Pending,1369,Corporate,72,Non-binary
BKRBHDD-vtwu-0001-17g6,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,476,United Arab Emirates,Leisure,2,1,1,1,2026-06-08 16:00:00,2026-06-09 12:00:00,Yes,Car,250.00,Seasonal,25.00,37.50,262.50,1,Deluxe King,Corporate Portal,Invoice,vishal.ghoshBKRBHDD-vtwu-0001-17g6@email.com,Confirmed,531,VIP,65,Female
BKPPBIR-tn98-0001-rbjn,Park Plaza Birmingham,Birmingham,England,B1 1BN,United Kingdom,Leisure,4,2,2,4,2026-06-10 13:00:00,2026-06-14 10:00:00,No,Bus,1760.00,Early Bird,176.00,264.00,1848.00,2,Standard King,Travel Agent,PayPal,charles.youngBKPPBIR-tn98-0001-rbjn@email.com,Confirmed,668,Corporate,34,Non-binary
BKPIBRC-ztrv-0001-ns0o,Park Inn by Radisson Cardiff City Centre,Cardiff,Wales,CF10 2JX,United Kingdom,Leisure,4,3,1,3,2026-06-12 16:00:00,2026-06-15 12:00:00,Yes,Flight,1320.00,Seasonal,132.00,198.00,1386.00,2,Executive Twin,Website,Cash,user@domain..com,Completed,1426,VIP,56,Female
BKRBSH2-0ko7-0001-4eer,Radisson Blu Seaside Hotel Helsinki,Helsinki,Uusimaa,00180,Finland,Leisure,7,4,3,1,2026-06-14 14:00:00,2026-06-15 12:00:00,No,Train,750.00,Seasonal,75.00,112.50,787.50,3,Deluxe King,Mobile App,Credit Card,palak.brooksBKRBSH2-0ko7-0001-4eer@email.com,Confirmed,516,Regular,28,Non-binary
BKPPLWA-121b-0001-o6wd,Park Plaza London Waterloo,London,England,SE1 7UT,United Kingdom,Business,2,2,0,2,2026-06-16 13:00:00,2026-06-18 11:00:00,Yes,Flight,560.00,Corporate,56.00,84.00,588.00,1,Deluxe Queen,Mobile App,Cash,camila.modiBKPPLWA-121b-0001-o6wd@email.com,Confirmed,324,Corporate,63,Male
BKRBHLI-mfvd-0001-ed66,Radisson Blu Hotel Lagos Ikeja,Ikeja,Lagos State,100271,Nigeria,Leisure,5,4,1,3,2026-06-18 13:00:00,2026-06-21 12:00:00,Yes,Bus,1320.00,Seasonal,132.00,198.00,1386.00,2,Ocean View King,Website,Invoice,anna.yamamotoBKRBHLI-mfvd-0001-ed66@email.com,Cancelled,313,VIP,40,Non-binary
BKPIBRG-2jmt-0001-fiuc,Park Inn by Radisson Gurgaon Bilaspur,Gurugram,Haryana,122413,India,Leisure,4,4,0,3,2026-06-20 14:00:00,2026-06-23 10:00:00,No,Train,1500.00,Member,150.00,225.00,1575.00,2,Deluxe Queen,Website,Debit Card,pranav.krugerBKPIBRG-2jmt-0001-fiuc@email.com,Completed,1005,Regular,21,Female
BKRBHRU-01yu-0001-a3xl,Radisson Blu Hotel Rudrapur,Rudrapur,Uttarakhand,263153,India,Leisure,4,4,0,2,2026-06-22 15:00:00,2026-06-24 10:00:00,Yes,Train,640.00,None,0.00,96.00,736.00,2,Ocean View King,Website,Debit Card,leon.suzukiBKRBHRU-01yu-0001-a3xl@email.com,Completed,1259,Corporate,31,Female
BKRBHBR-nfgl-0001-gws8,Radisson Blu Hotel Bremen,Bremen,Bremen,28195,Germany,Business,3,3,0,6,2026-06-24 16:00:00,2026-06-30 12:00:00,Yes,Train,1200.00,Corporate,120.00,180.00,1260.00,1,Standard King,Corporate Portal,Invoice,nolan.harrisBKRBHBR-nfgl-0001-gws8@email.com,Cancelled,434,Regular,26,Non-binary
BKRBHBI-mh6y-0001-dpki,Radisson Blu Hotel Birmingham,Birmingham,England,B1 1BT,United Kingdom,Business,1,1,0,3,2026-06-26 13:00:00,2026-06-29 12:00:00,Yes,Train,360.00,None,0.00,54.00,414.00,1,Double Room,Travel Agent,Credit Card,ankit.webbBKRBHBI-mh6y-0001-dpki@email.com,Confirmed,1123,Corporate,45,Non-binary
BKRBMIA-gmgq-0002-en5j,Radisson Blu Mumbai International Airport,Mumbai,Maharashtra,400059,India,Business,2,2,0,4,2026-06-28 14:00:00,2026-07-02 10:00:00,Yes,Car,480.00,Corporate,48.00,72.00,504.00,1,Deluxe King,Walk-in,Cash,nitin.wilkinsonBKRBMIA-gmgq-0002-en5j@email.com,Confirmed,1194,Regular,57,Non-binary
BKRBLCS-l9ua-0001-tygh,Radisson Blu Latvija Conference and Spa Hotel,Riga,Riga,LV-1010,Latvia,Business,3,3,0,6,2026-06-30 16:00:00,2026-07-06 10:00:00,Yes,Bus,720.00,None,0.00,108.00,828.00,1,Double Room,Website,PayPal,victoria.menonBKRBLCS-l9ua-0001-tygh@email.com,Pending,1180,Corporate,31,Female
BKPIBRD-6lcc-0001-ptsa,Park Inn by Radisson Danang,Da Nang,Da Nang,550000,Vietnam,Business,3,3,0,3,2026-07-02 16:00:00,2026-07-05 11:00:00,Yes,Flight,660.00,None,0.00,99.00,759.00,1,Ocean View King,Walk-in,Cash,jasmine.kashyapBKPIBRD-6lcc-0001-ptsa@email.com,Pending,1144,Corporate,21,Non-binary
BKRBHAC-x7b3-0001-865x,Radisson Blu Hotel Amsterdam City Center,Amsterdam,North Holland,1012 CP,Netherlands,Leisure,6,3,3,5,2026-07-04 16:00:00,2026-07-09 11:00:00,Yes,Car,2000.00,Holiday,200.00,300.00,2100.00,2,Deluxe Queen,Website,Invoice,owen.williamsBKRBHAC-x7b3-0001-865x@email.com,Confirmed,604,Regular,53,Female
BKPIBRS-qqgg-0001-4cvy,Park Inn by Radisson Stuttgart,Stuttgart,Baden-Württemberg,70173,Germany,Business,3,3,0,3,2026-07-06 14:00:00,2026-07-09 11:00:00,Yes,Bus,360.00,Corporate,36.00,54.00,378.00,1,Standard King,Corporate Portal,Invoice,dhruv.walkerBKPIBRS-qqgg-0001-4cvy@email.com,Confirmed,108,Corporate,73,Non-binary
BKRBHAL-q4rm-0002-wihy,Radisson Blu Hotel Alexandria,Alexandria,Alexandria Governorate,21934,Egypt,Business,2,2,0,3,2026-07-08 16:00:00,2026-07-11 12:00:00,Yes,Bus,840.00,Corporate,84.00,126.00,882.00,1,Executive Twin,Mobile App,Credit Card,ali.sandersBKRBHAL-q4rm-0002-wihy@email.com,Confirmed,1399,Corporate,77,Female
BKRBRAH-n6sz-0001-5bmv,Radisson Blu Royal Astorija Hotel Vilnius,Vilnius,Vilnius County,LT-01128,Lithuania,Leisure,6,3,3,2,2026-07-10 15:00:00,2026-07-12 12:00:00,No,Bus,800.00,Holiday,80.00,120.00,840.00,2,Cabin Suite,Mobile App,Cash,mahmoud.olssonBKRBRAH-n6sz-0001-5bmv@email.com,Pending,1440,Regular,33,Male
BKUNKWN-v3tb-0003-hztj,None,Utrecht,Utrecht,3511 CE,Netherlands,Leisure,1,1,0,4,2026-07-12 15:00:00,2026-07-16 12:00:00,Yes,Train,560.00,Member,56.00,84.00,588.00,1,Deluxe Queen,Walk-in,Credit Card,emily.toureBKUNKWN-v3tb-0003-hztj@email.com,Confirmed,832,Corporate,67,Non-binary
BKPIBR4-jalv-0001-hlsm,Park Inn by Radisson Gothenburg,Gothenburg,Vastra Gotaland,412 50,Sweden,Leisure,4,4,0,1,2026-07-14 14:00:00,2026-07-15 11:00:00,No,Car,320.00,Early Bird,32.00,48.00,336.00,2,Standard King,Travel Agent,Credit Card,florence.chauhanBKPIBR4-jalv-0001-hlsm@email.com,Pending,154,Regular,75,Non-binary
BKRBAHL-3xcc-0001-r1ty,Radisson Blu Anchorage Hotel Lagos,Lagos,Lagos State,101241,Nigeria,Leisure,3,3,0,3,2026-07-16 15:00:00,2026-07-19 10:00:00,No,Bus,540.00,None,0.00,81.00,621.00,1,Deluxe Queen,Website,Invoice,hana.russellBKRBAHL-3xcc-0001-r1ty@email.com,Confirmed,671,VIP,67,Non-binary
BKRBRAH-lzk5-0002-ol5s,Radisson Blu Royal Astorija Hotel Vilnius,Vilnius,Vilnius County,LT-01128,Lithuania,Leisure,5,3,2,2,2026-07-18 14:00:00,2026-07-20 11:00:00,No,Bus,800.00,Holiday,80.00,120.00,840.00,2,Ocean View King,Website,Debit Card,guest.example.com,Confirmed,561,VIP,58,Female
BKPIBRG-hdqz-0002-rag9,Park Inn by Radisson Gurgaon Bilaspur,Gurugram,Haryana,122413,India,Leisure,3,1,2,6,2026-07-20 15:00:00,2026-07-26 10:00:00,No,Bus,1200.00,Early Bird,120.00,180.00,1260.00,1,Executive Twin,Travel Agent,Debit Card,yang.adewaleBKPIBRG-hdqz-0002-rag9@email.com,Pending,1202,Regular,53,Non-binary
BKPIBR5-pk8e-0001-mq3n,Park Inn by Radisson Cape Town Foreshore,Cape Town,Western Cape,8001,South Africa,Leisure,5,2,3,7,2026-07-22 15:00:00,2026-07-29 10:00:00,No,Car,1680.00,Seasonal,168.00,252.00,1764.00,2,Standard Queen,Walk-in,Credit Card,liam.perezBKPIBR5-pk8e-0001-mq3n@email.com,Pending,620,Regular,58,Non-binary
BKRBMHN-xeks-0001-zcz3,Radisson Blu MBD Hotel Noida,Noida,Uttar Pradesh,201301,India,Leisure,6,4,2,7,2026-07-24 14:00:00,2026-07-31 12:00:00,No,Train,2800.00,Seasonal,280.00,420.00,2940.00,2,Cabin Suite,Corporate Portal,Invoice,aditya.traoreBKRBMHN-xeks-0001-zcz3@email.com,Confirmed,803,Regular,43,Female
BKRBJAI-wx2w-0001-vqdg,Radisson Blu Jaipur,Jaipur,Rajasthan,302018,India,Leisure,2,1,1,7,2026-07-26 16:00:00,2026-08-02 11:00:00,Yes,Flight,1540.00,Seasonal,154.00,231.00,1617.00,1,Deluxe King,Website,PayPal,michael.yamaguchiBKRBJAI-wx2w-0001-vqdg@email.com,Confirmed,697,Regular,49,Male
BKPIBR6-cz72-0001-9a9a,Park Inn by Radisson Budapest,Budapest,Budapest,1138,Hungary,Leisure,3,2,1,7,2026-07-28 16:00:00,2026-08-04 10:00:00,No,Car,1750.00,Seasonal,175.00,262.50,1837.50,1,Deluxe Queen,Walk-in,Credit Card,invalid-email,Pending,1109,Regular,62,Male
BKPPVAM-953k-0001-12c4,Park Plaza Victoria Amsterdam,Amsterdam,North Holland,1012 LG,Netherlands,Business,1,1,0,5,2026-07-30 15:00:00,2026-08-04 10:00:00,Yes,Car,1250.00,None,0.00,187.50,1437.50,1,Executive Twin,Mobile App,Invoice,zola.rileyBKPPVAM-953k-0001-12c4@email.com,Cancelled,110,Corporate,18,Male
BKRBHSZ-pto6-0001-dcb6,Radisson Blu Hotel Szczecin,Szczecin,West Pomeranian,70-419,Poland,Leisure,1,1,0,1,2026-08-01 16:00:00,2026-08-02 11:00:00,No,Train,200.00,Seasonal,20.00,30.00,210.00,1,Ocean View King,Corporate Portal,Invoice,ahmed.robinsonBKRBHSZ-pto6-0001-dcb6@email.com,Pending,807,Regular,31,Female
BKRBHDO-ls4x-0001-r3qy,Radisson Blu Hotel Doha,Doha,Doha,1768,Qatar,Business,3,3,0,7,2026-08-03 16:00:00,2026-08-10 10:00:00,Yes,Flight,1750.00,None,0.00,262.50,2012.50,1,Executive Twin,Corporate Portal,Invoice,ali.sinhaBKRBHDO-ls4x-0001-r3qy@email.com,Completed,809,Regular,30,Non-binary
BKRBPHO-t3jd-0001-m5ea,Radisson Blu Plaza Hotel Oslo,Oslo,Oslo,0185,Norway,Leisure,4,2,2,2,2026-08-05 16:00:00,2026-08-07 10:00:00,No,Flight,1000.00,Early Bird,100.00,150.00,1050.00,2,Executive King,Walk-in,Cash,sachin.robinsonBKRBPHO-t3jd-0001-m5ea@email.com,Pending,370,Corporate,56,Male
BKPPDOH-cflx-0001-mnna,Park Plaza Doha,Doha,Doha,00000,Qatar,Leisure,4,2,2,6,2026-08-07 13:00:00,2026-08-13 12:00:00,Yes,Flight,1440.00,Holiday,144.00,216.00,1512.00,2,Executive Twin,Walk-in,Cash,fatima.sethiBKPPDOH-cflx-0001-mnna@email.com,Completed,917,Regular,28,Male
BKPIBRR-yblc-0001-0ujt,Park Inn by Radisson Riyadh,Riyadh,Riyadh Province,12214,Saudi Arabia,Business,1,1,0,2,2026-08-09 14:00:00,2026-08-11 10:00:00,Yes,Flight,500.00,Corporate,50.00,75.00,525.00,1,Cabin Suite,Travel Agent,Debit Card,hamza.maierBKPIBRR-yblc-0001-0ujt@email.com,Cancelled,424,Corporate,33,Non-binary
BKRBWHS-tizp-0001-sz5o,Radisson Blu Waterfront Hotel Stockholm,Stockholm,Stockholm County,111 64,Sweden,Business,3,3,0,3,2026-08-11 16:00:00,2026-08-14 12:00:00,Yes,Car,600.00,Corporate,60.00,90.00,630.00,1,Deluxe King,Corporate Portal,Invoice,hassan.desaiBKRBWHS-tizp-0001-sz5o@email.com,Completed,234,Corporate,29,Female
BKPPBS1-4c38-0001-dl6z,Park Plaza Bangkok Soi 18,Bangkok,Bangkok,10110,Thailand,Leisure,3,3,0,4,2026-08-13 13:00:00,2026-08-17 10:00:00,No,Train,800.00,Early Bird,80.00,120.00,840.00,1,Family Suite,Travel Agent,PayPal,levi.coxBKPPBS1-4c38-0001-dl6z@email.com,Completed,766,Regular,51,Non-binary
BKPPVAM-1haa-0002-u9ml,Park Plaza Victoria Amsterdam,Amsterdam,North Holland,1012 LG,Netherlands,Leisure,5,4,1,6,2026-08-15 13:00:00,2026-08-21 11:00:00,No,Car,1680.00,Seasonal,168.00,252.00,1764.00,2,Double Room,Travel Agent,Debit Card,ella.ramirezBKPPVAM-1haa-0002-u9ml@email.com,Confirmed,1430,Regular,74,Female
BKPIBRK-h3q8-0001-ybmn,Park Inn by Radisson Krakow,Krakow,Lesser Poland,31-416,Poland,Leisure,2,1,1,5,2026-08-17 16:00:00,2026-08-22 10:00:00,No,Bus,600.00,None,0.00,90.00,690.00,1,Standard King,Mobile App,Invoice,sahil.zhouBKPIBRK-h3q8-0001-ybmn@email.com,Cancelled,258,Corporate,50,Female
BKPIBRK-h3q8-0001-ybmn,Park Inn by Radisson Krakow,Krakow,Lesser Poland,31-416,Poland,Leisure,2,1,1,5,2026-08-17 16:00:00,2026-08-22 10:00:00,No,Bus,600.00,None,0.00,90.00,690.00,1,Standard King,Mobile App,Invoice,sahil.zhouBKPIBRK-h3q8-0001-ybmn@email.com,Cancelled,258,Corporate,50,Female
BKRBHCH-o4nq-0001-nluq,Radisson Blu Hotel Cairo Heliopolis,Cairo,Cairo Governorate,11757,Egypt,Leisure,3,3,0,6,2026-08-21 16:00:00,2026-08-27 12:00:00,No,Bus,1800.00,Seasonal,180.00,270.00,1890.00,1,Deluxe King,Website,Invoice,abigail.fontaineBKRBHCH-o4nq-0001-nluq@email.com,Confirmed,343,VIP,27,Non-binary
BKPIBR7-whdi-0001-omps,Park Inn by Radisson Cologne City West,Cologne,North Rhine-Westphalia,50823,Germany,Business,3,3,0,4,2026-08-23 13:00:00,2026-08-27 12:00:00,Yes,Train,1200.00,None,0.00,180.00,1380.00,1,Standard Queen,Mobile App,Cash,adrian.washingtonBKPIBR7-whdi-0001-omps@email.com,Confirmed,717,Regular,63,Non-binary
BKPPBS1-tuhr-0002-719q,Park Plaza Bangkok Soi 18,Bangkok,Bangkok,10110,Thailand,Business,2,2,0,7,2026-08-25 13:00:00,2026-09-01 10:00:00,Yes,Car,1120.00,Corporate,112.00,168.00,1176.00,1,Deluxe King,Walk-in,Credit Card,amina.millerBKPPBS1-tuhr-0002-719q@email.com,Confirmed,113,Corporate,71,Male
BKRBJAI-wpek-0002-lc7h,Radisson Blu Jaipur,Jaipur,Rajasthan,302018,India,Leisure,7,4,3,7,2026-08-27 16:00:00,2026-09-03 12:00:00,No,Train,2520.00,Group,252.00,378.00,2646.00,3,Deluxe King,Walk-in,Cash,neha.krugerBKRBJAI-wpek-0002-lc7h@email.com,Cancelled,1413,VIP,39,Female
BKPIBR5-cgr8-0002-v2v4,Park Inn by Radisson Cape Town Foreshore,Cape Town,Western Cape,8001,South Africa,Business,1,1,0,3,2026-08-29 16:00:00,2026-09-01 12:00:00,Yes,Train,480.00,Corporate,48.00,72.00,504.00,1,Standard Queen,Travel Agent,Invoice,charlotte.bhattBKPIBR5-cgr8-0002-v2v4@email.com,Pending,1488,VIP,51,Non-binary
BKRBHSG-jjtn-0001-nz2n,Radisson Blu Hotel and Suites GRT Chennai,Chennai,Tamil Nadu,600016,India,Business,2,2,0,2,2026-08-31 15:00:00,2026-09-02 11:00:00,Yes,Car,400.00,Corporate,40.00,60.00,420.00,1,Executive Twin,Travel Agent,Invoice,mohammed.owensBKRBHSG-jjtn-0001-nz2n@email.com,Confirmed,203,VIP,63,Female
BKRBRHG-tgqt-0001-60e1,Radisson Blu Riverside Hotel Gothenburg,Gothenburg,Vastra Gotaland,417 56,Sweden,Leisure,2,1,1,7,2026-09-02 14:00:00,2026-09-09 10:00:00,No,Car,980.00,Early Bird,98.00,147.00,1029.00,1,Standard King,Walk-in,Credit Card,kwame.robertBKRBRHG-tgqt-0001-60e1@email.com,Confirmed,984,Regular,64,Male
BKRBHCC-aft9-0003-pxyh,Radisson Blu Hotel Casablanca City Center,Casablanca,Casablanca-Settat,20250,Morocco,Leisure,4,1,3,3,2026-09-04 14:00:00,2026-09-07 11:00:00,No,Train,1800.00,Early Bird,180.00,270.00,1890.00,2,Cabin Suite,Corporate Portal,Invoice,victor.legrandBKRBHCC-aft9-0003-pxyh@email.com,Completed,222,Regular,41,Female
BKPPLUD-0o0c-0001-5kmn,Park Plaza Ludhiana,Ludhiana,Punjab,141001,India,Business,2,2,0,2,2026-09-06 15:00:00,2026-09-08 12:00:00,Yes,Flight,240.00,Corporate,24.00,36.00,252.00,1,Deluxe Queen,Corporate Portal,Invoice,isha.vargasBKPPLUD-0o0c-0001-5kmn@email.com,Confirmed,1036,VIP,79,Non-binary
BKRBHDS-qyam-0001-icyv,Radisson Blu Hotel Dakar Sea Plaza,Dakar,Dakar Region,BP 16868,Senegal,Business,2,2,0,2,2026-09-08 15:00:00,2026-09-10 10:00:00,Yes,Train,440.00,Corporate,44.00,66.00,462.00,1,Ocean View King,Website,Invoice,hamza.okaforBKRBHDS-qyam-0001-icyv@email.com,Confirmed,1247,Regular,48,Female
BKPIBR3-0bkd-0002-91ef,Park Inn by Radisson New Delhi IP Extension,New Delhi,Delhi,110092,India,Leisure,1,1,0,6,2026-09-10 15:00:00,2026-09-16 10:00:00,No,Bus,1680.00,Early Bird,168.00,252.00,1764.00,1,Double Room,Mobile App,Cash,mason.simpsonBKPIBR3-0bkd-0002-91ef@email.com,Cancelled,620,Regular,21,Non-binary
BKRBHLC-wzd7-0001-9dzf,Radisson Blu Hotel Leeds City Centre,Leeds,England,LS1 5DL,United Kingdom,Business,3,3,0,1,2026-09-12 13:00:00,2026-09-13 11:00:00,Yes,Train,180.00,Corporate,18.00,27.00,189.00,1,Standard King,Travel Agent,PayPal,guest.example.com,Pending,877,Corporate,74,Male
BKRBHDD-ga38-0002-hpl9,Radisson Blu Hotel Dubai Deira Creek,Dubai,Dubai,476,United Arab Emirates,Business,2,2,0,7,2026-09-14 14:00:00,2026-09-21 12:00:00,Yes,Bus,980.00,None,0.00,147.00,1127.00,1,Cabin Suite,Website,Credit Card,suresh.kennedyBKRBHDD-ga38-0002-hpl9@email.com,Confirmed,613,Corporate,36,Non-binary
